feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,success_score
-0.4341101794959805,-0.5437794332233397,0.08731497400856388,0.546691605771313,0.1232302729146622,0.7094618174298554,-1.9691472859735475,-0.21825116374283668,-1.0234193103506461,0.30172251268289835,0.2869174286723232,-0.11562211495745531,0.5102790105320711,0.9978127182640276,-0.06052052230630854,-1.051694888099702,-1.581257570919481,0.03611017533012821,0.24186670151354087,-0.969523889519979,0.7257668231630326,-0.45895688582457345,-1.6564328651711504,1.2564363423451892,1.1439879192021631,-2.015599436663098,-0.5626002816536924,-0.6015836814142763,1.6394886594175027,-0.09929271004165632,-1.4958781980554177,0.8821047822408783,-1.230775545766081,-0.26034049072176124,-0.7697688778808768,-0.56045509827994,0.9372580895639391,1.5213301613321657,-1.2743687463793785,0.6260764255078172,-0.7327536296899959,-0.7016719100240756,0.4906362214227146,-1.027902765713695,0.47060260077504473,0.7301133565097351,-0.4325322616990184,1.3270781020136666,-1.272824612061507,1.345406190611672,1.5932176321635088
-1.943987429485133,2.6997141404195095,-0.4062022386218326,-1.1623071563876177,-0.23267190851999858,-1.0464779426244284,0.38696529885454223,1.3676573314701472,-0.9934562260566775,0.5793992391740034,-1.5327353688957595,1.0329547332286124,0.41623636692759547,1.0761833213303202,-0.12234690264110538,-0.4351565978547518,0.8161174360573329,-1.3080485215584186,-1.7428243317335752,-0.0049619840400380874,-0.38959660685879244,0.553833331781546,1.091551424313997,0.533014079151139,1.0119033118267453,0.32105233333216393,0.4945957483210984,-0.11665720983227088,0.46504546101518207,0.16665282856351338,0.3251767965290638,-0.1667240330868389,0.8089292004712981,-0.7104525498349515,-0.018349020904106537,1.3117839002075757,-0.9487218229211253,-2.161845461752631,0.36645716629797204,-0.2569544903534993,1.0108622403718392,-0.13051507989699376,-0.6043390715633118,-0.07581739581821335,1.0930685866132108,0.5753696271923753,-2.4339022565480346,0.18576749208677126,0.23576213240140492,-0.01824996520051934,-15.615612346470698
-0.6108898915685892,1.1945318745064444,1.2440339481348617,-2.203160460825862,-0.7979594777414443,-0.14473065128572005,0.9485082037166699,0.034852876391766284,-0.6835938001649233,0.7095335773073748,-0.21133608555099248,-0.11740085915495976,-0.0271584334040762,0.5743084408384841,-0.3085496016737873,0.6869464926472221,-0.07306896840707273,-1.067016586417876,-0.03677630569544812,-1.015213403145215,0.04098678977594188,0.8294739292314663,-1.0736290060021147,0.36427340580443873,-0.8290374583532079,0.20170055991654703,0.8602042420204842,-2.1295130741100414,-1.1144758268713455,-0.3689794451099221,0.31504048918161526,-0.1663833293583238,-0.045880781980918925,2.0429845253512564,-1.2124572788492276,1.1354850163627703,-0.3499781271544168,0.5494747924987342,2.1289465557455998,0.688678023685426,0.3724957097899999,1.5991223351493755,1.1247986445931917,-0.7993940761614355,0.2945247424538556,-1.7174957341407595,-0.5401533883742511,0.3140529675998594,-0.6021053527812588,0.2733667459719246,-2.630067063969711
-0.01338461565303896,0.5364167323950428,-0.4241990220281109,-0.9401489144367132,1.478126826173261,-0.4956967426899445,0.6600105931171182,1.435247026472536,0.16266999899753198,-0.8563065694431494,-0.17860997454734448,1.017540916606753,0.20624754573786294,-1.2051417922042769,0.5966438335337123,0.7695314690509986,-0.3553118861179337,0.6102443756047459,0.24501859546046723,-0.1974295386420392,-1.2935357435936636,1.0779538951057577,0.7592109999198332,0.5838862943753126,1.5445260036780937,0.9451937270135937,0.6865660061515626,-2.213227348026831,1.1968949518024157,0.08308051428205071,0.31249168025713864,0.3193331896933858,0.7738327436422795,1.1221750288016852,0.6342411430592223,0.4752855893198915,0.23151273929557145,-3.351610516904678,-0.2875910194501882,-0.9415895173506456,1.2107395389390851,0.6190371982862937,-0.45813698721373425,-0.35771718226924426,-0.3939813633024213,-0.4118261543189197,-1.4445574435247972,-1.6612794932777677,0.029046772381743993,1.0753141393593546,-0.47814852494428894
-0.5376896974278628,0.30344475092404516,0.7342609171767251,-0.9933782055838566,-0.019975428719903078,-0.666520481273515,1.6061194918312938,1.5624595068621143,-0.9923428398748506,0.3858843830843258,1.0675993008124904,0.84832950037633,0.08156303498436555,1.3065574617643476,-0.9045146889894328,-0.30309294439469225,-0.877642419759575,0.7824934947006217,-0.5826368742994515,-0.17124917543708565,0.6176703682657487,0.698249913777816,-0.9071263462552507,1.0566552837727923,0.4556896686672513,-1.0817028395804014,-1.3277158957566129,-0.015819710262067736,0.8500939893168088,0.8757158624009802,0.3561668772248425,0.04867483832682586,0.5117376690790052,-0.8553305143892584,1.6869878630253914,1.6739384181225205,0.4288123146206977,0.197300419992852,-0.4114209726593703,0.5287488457996609,-0.6913173710167768,-2.2236120309955307,-2.7141073004910865,-0.7994983331634866,0.15637812291827763,0.33197173395348273,-0.48675700850928494,0.1418351671429033,-0.274228357054531,-0.9993127576501374,-0.6012292483224478
-0.05374450896912518,0.8129571123656494,-0.9540617477463222,-0.953604613019698,-1.0692505939521582,-1.9365187345081158,-0.4802023741470187,0.714086112952531,0.1739160838337627,-0.16925088405630662,0.1290647982401689,-0.48898148742915815,-1.9478866372634722,0.7837187818145658,1.071124573784651,-0.7281567760677871,-0.1508356206065558,-0.23699917106016016,0.35128880942454155,1.6898934566262898,1.1597912452893056,-0.376914225413896,0.542463861500237,1.2543568685727127,0.408345164394778,-0.004699404440172449,0.4460000946671858,-0.7032715225634733,-0.557281124104081,-1.0640342352010974,0.3070645165702432,-0.13140290602223817,-0.8231180613480796,-0.16417941162050506,0.46999826076317,1.914712305997992,1.0120678647038581,-2.28414785748234,0.2393084668203457,1.4293242627128546,-1.3378734912102326,0.5515592702124238,-0.23664218553104593,1.1502905309161608,0.40425719501345225,-0.8840154545592064,-0.20085147829061958,-0.14169567604762318,-0.12317821481004927,1.119262944775263,-10.016525775890123
-0.8426199213902301,1.0030513096611837,-0.30224967592152013,0.22351110632916493,0.07237758628103405,-0.02180533808183465,-0.01360283444532232,1.457358558271021,0.8424499249061446,-0.3627156895799299,1.5827872541220913,0.2746810739928528,0.3576242593238943,-0.8373190793313915,-0.49749865840514007,-0.6885035079271756,0.08607286499367499,0.6387830794482092,0.3672322994222134,1.5880441560695817,-0.8877580052112352,0.11486904353888214,-1.2829393292982947,-0.9218709716032621,1.2645783773384636,-0.4631648664714657,-0.803363796060271,-2.129976875582947,-0.8133546477889175,-0.20528027419497888,-1.357402959786211,-0.26278338898246867,1.2706310606582234,-0.7073053403283327,-0.9433830493699357,-1.123901466865093,-1.1417640925158001,0.535577446888429,0.048668736883050644,0.9568568792755741,2.019837891654255,-1.830391131909148,0.3800787084417732,-1.1186193344335598,0.7888992980334508,-0.27191200107343627,0.027322760864173432,-1.283177427929808,-0.42642702511316743,0.08966225110825957,-1.9879379236059025
1.3560781468067082,-0.7945605274085543,-0.550691571530313,0.9442896421822814,-0.8593402836993107,1.1423851439741257,-0.009086574726255944,0.30312296159184327,0.3675223025093705,-0.6162205534066079,0.3898868194723952,-0.7723697843143003,-0.5021030040988799,0.5586909660332754,0.293393955641903,-0.07496495083904774,-1.2587316492630107,-1.00915828934963,0.2767090439049846,0.732140563485116,-1.1096455045207572,-0.8398252474521676,0.13418517417771947,0.11278786262909331,-1.6239572087610412,0.16156301343998902,-0.5983678102302188,1.641046629728958,0.24919854273565617,0.4214734498759029,0.4473593021906108,-1.2139273806525643,1.9438768931086035,-1.6229112474511733,0.7957031416997422,0.6186639374806492,-0.47700237991295996,0.6664503167133892,-0.3175731988237379,-0.6754614448557782,0.46955916935292735,-1.006560991087902,-0.22425515875756974,-0.5941767487299575,-0.3359795095729449,0.4327285991301843,-0.5943663723462062,-0.19232391307236457,-0.5031452519015814,1.4439966655745458,-1.0760647226827131
0.3426123982138901,0.22006963296671936,0.683418504623424,-0.5941345767748866,0.8592572249998405,0.34617774583274147,-1.5608909027540654,-1.4280308331007647,-0.5722970527840657,-1.3210064958651702,-0.23827846069958317,-1.013737991415864,-0.09772305307091878,1.4117093759314558,-0.049376903556185035,-0.30296445490192875,0.3882426477853441,-0.6964197929226035,0.8434143093959997,0.49521295312411195,0.03886556204856375,0.15431583163358636,2.041745910562852,0.942312210267868,2.199526631161334,0.5320301932924523,-1.4716914426706882,-0.26217370286384084,-1.7002048745480662,0.5283030346669183,0.7454041973454018,-0.8859159959592792,-0.6556363796468532,0.14875089623521523,-1.198104063264218,-1.273159769242533,1.2386320480411208,0.11471061816396835,-0.5581093577059559,-1.6921188885572191,0.8523513568944722,-0.6845182122169692,1.8606844458705387,0.8593100976934448,-0.808141854407269,-0.7154716971314717,1.7218511629443316,-0.08425944683450466,-0.5133112283233697,0.02772168847657001,8.79731380407036
-0.5179126500537902,0.24104847710816502,-0.07582362151826307,0.8755079805115086,-0.3885741032391265,-0.8848163666896469,-0.3489846966235856,-0.35508389822404607,-0.07753381519399347,0.6345402880572247,0.5799089674719204,1.1996586758585681,-0.8114896777335243,0.3887201230511087,0.7273198470207146,-0.6742204063118639,-0.207631052982379,-1.7499778742187968,0.906857695125735,-0.2154982023198693,0.8065641766809994,0.20604951787951314,-0.1851652289748735,-1.5928027993524858,-1.41495261071644,-2.5931461843417423,-0.5626134828286562,2.278248703181248,-1.2879473895179996,-2.631431883419906,0.9626689195855317,2.363717869296701,0.2979210652598027,0.2887323947199601,-0.3098820736437513,-1.79425723051006,-1.4507119177434764,-0.3167533293985182,-0.5084553400297436,-0.11517292776994209,0.8293248239281591,-0.5818378319170209,0.8497167564046113,-0.57528970990277,1.0382395928657568,0.08636756707342344,-0.4358303409215121,0.06929406054888966,-0.29353884215756676,0.11313423767997162,-5.620731881905797
